query,product_id,product_title,product_brand,product_color,product,esci
samsung galaxy s7 cell phone,B01DZ2CS4U,product_title Samsung Galaxy S7 G930V 32GB Verizon 4G LTE Quad-Core Phone w/ 12MP Dual Pixel Camera - Black Onyx,product_brand Samsung Electronics,product_color black,product_title Samsung Galaxy S7 G930V 32GB Verizon 4G LTE Quad-Core Phone w/ 12MP Dual Pixel Camera - Black Onyxproduct_brand Samsung Electronicsproduct_color black,E
vonnegut slapstick,0440080452,product_title Slapstick or Lonesome No More,product_brand None,product_color None,product_title Slapstick or Lonesome No Moreproduct_brand Noneproduct_color None,E
cat costume,B071WBLL2Q,product_title NACOCO Dog Cat Doctor Costume Pet Doctor Clothing Halloween Jeans Outfit Apparel (L),product_brand NACOCO,product_color White,product_title NACOCO Dog Cat Doctor Costume Pet Doctor Clothing Halloween Jeans Outfit Apparel (L)product_brand NACOCOproduct_color White,E
biomemd probiotic and prebiotic for women,B088LWDLMV,"product_title Vitalitown Probiotics 120 Billion CFUs | 36 Strains, with Prebiotics & Digestive Enzymes for Men Women | Shelf Stable | Digestive & Immune Support | Vegan, Non-GMO | 30 Delayed Release Veg Caps",product_brand VITALITOWN,product_color None,"product_title Vitalitown Probiotics 120 Billion CFUs | 36 Strains, with Prebiotics & Digestive Enzymes for Men Women | Shelf Stable | Digestive & Immune Support | Vegan, Non-GMO | 30 Delayed Release Veg Capsproduct_brand VITALITOWNproduct_color None",E
polyurethane,B000BZZ3S8,"product_title Minwax 255554444 Polycrylic Protective Wood Finish, Clear Gloss, ½ Pint",product_brand Minwax,product_color Clear,"product_title Minwax 255554444 Polycrylic Protective Wood Finish, Clear Gloss, ½ Pintproduct_brand Minwaxproduct_color Clear",S
cedar mulch chips for landscaping,B07DFPC8ZR,product_title 100% Natural Cedar Chips | Mulch | Great for Outdoors or Indoor Potted Plants | Dog Bedding (4 Quart),product_brand Wood Smith USA,product_color Natural Cedar,product_title 100% Natural Cedar Chips | Mulch | Great for Outdoors or Indoor Potted Plants | Dog Bedding (4 Quart)product_brand Wood Smith USAproduct_color Natural Cedar,E
canon pg-240 xxl ink cartridge,B0093N4YWU,product_title Canon PG-240 XL / CL-241 XL Amazon Pack,product_brand Canon,product_color Black,product_title Canon PG-240 XL / CL-241 XL Amazon Packproduct_brand Canonproduct_color Black,S
flyer holder stand,B07YNN93X7,product_title Acrylic Sign Holder 8.5x11 Inch 3 Pack Vertical T Shape Double-Sided Desktop Display Holder. (Optional 8.5x11 8.5x5.5 5x7 Horizontal and Vertical),product_brand newnewshow,product_color None,product_title Acrylic Sign Holder 8.5x11 Inch 3 Pack Vertical T Shape Double-Sided Desktop Display Holder. (Optional 8.5x11 8.5x5.5 5x7 Horizontal and Vertical)product_brand newnewshowproduct_color None,E
packing confetti,B075259YYJ,product_title Crinkle Cut Paper Shred Filler (1 LB) for Gift Wrapping & Basket Filling - White | MagicWater Supply,product_brand MagicWater Supply,product_color White,product_title Crinkle Cut Paper Shred Filler (1 LB) for Gift Wrapping & Basket Filling - White | MagicWater Supplyproduct_brand MagicWater Supplyproduct_color White,E
monster tail rainbow loom,B00J5U4L8S,product_title Rainbow Loom Tail Upgrade Kit - Metal Hook - Pink,product_brand Rainbow Loom,product_color Pink,product_title Rainbow Loom Tail Upgrade Kit - Metal Hook - Pinkproduct_brand Rainbow Loomproduct_color Pink,S
fall socks for women,B084TQ29J5,"product_title Dickies Women's Dritech Advanced Moisture Wicking Crew Socks (6/12 Pairs), Black Assorted (6 Pairs), Shoe Size: 10-13",product_brand Dickies,product_color Black Assorted (6 Pairs),"product_title Dickies Women's Dritech Advanced Moisture Wicking Crew Socks (6/12 Pairs), Black Assorted (6 Pairs), Shoe Size: 10-13product_brand Dickiesproduct_color Black Assorted (6 Pairs)",I
led strip lights for bedroom,B07Z4ZRNPP,"product_title 50Ft LED Strip Lights Music Sync Color Changing RGB LED Strip 44-Key Remote, Sensitive Built-in Mic, App Controlled LED Lights Rope Lights, 5050 RGB LED Light Strip(APP+Remote+Mic+3 Button Switch)",product_brand Nexillumi,"product_color Rgb (Red, Green, Blue)","product_title 50Ft LED Strip Lights Music Sync Color Changing RGB LED Strip 44-Key Remote, Sensitive Built-in Mic, App Controlled LED Lights Rope Lights, 5050 RGB LED Light Strip(APP+Remote+Mic+3 Button Switch)product_brand Nexillumiproduct_color Rgb (Red, Green, Blue)",E
scooter led spotlight,B0832GC8WD,"product_title Bike Light USB Rechargeable, 6400 mAh Bicycle Lights Set Front and Back, Super Bright 1200 Lumen Bike Headlight and Tail Light Easy to Mount LED Cycling Accessories for Road and MTB",product_brand BCXYMQ,product_color Black,"product_title Bike Light USB Rechargeable, 6400 mAh Bicycle Lights Set Front and Back, Super Bright 1200 Lumen Bike Headlight and Tail Light Easy to Mount LED Cycling Accessories for Road and MTBproduct_brand BCXYMQproduct_color Black",E
chaga mushroom bulk supplements,B01MRB9GE9,"product_title Maine Chaga Tea Fine Mushroom Powder, No Pesticides, Wild Harvested, NOT Sourced from Russia, 4oz, NOT an Extract But Whole Raw Chaga, Woman-Owned, Small Business",product_brand My Berry Organics,product_color None,"product_title Maine Chaga Tea Fine Mushroom Powder, No Pesticides, Wild Harvested, NOT Sourced from Russia, 4oz, NOT an Extract But Whole Raw Chaga, Woman-Owned, Small Businessproduct_brand My Berry Organicsproduct_color None",S
8 month old towels,B07KGMBZ52,"product_title Polyte Premium Hypoallergenic Microfiber Hooded Baby Bath Towel, 36 x 36 in, 2 Pack (Blue/White)",product_brand POLYTE,product_color Blue/White,"product_title Polyte Premium Hypoallergenic Microfiber Hooded Baby Bath Towel, 36 x 36 in, 2 Pack (Blue/White)product_brand POLYTEproduct_color Blue/White",S
voodoo wig women,B07Q8XHTSX,"product_title Forum Novelties Dreadlock Voodoo Wig, Gray, One Size",product_brand Forum Novelties,product_color Gray,"product_title Forum Novelties Dreadlock Voodoo Wig, Gray, One Sizeproduct_brand Forum Noveltiesproduct_color Gray",E
30 pin cable,B07KVZDPLG,"product_title AGVEE [3 Pack 10ft] for Old iPhone 4/4S iPad 1/2/3 iPod Charger Cable, Long USB-A to 30 Pin Braided Heavy Duty Fast Aluminum Alloy Housing Charging Data Cord with Leather Management, Gray",product_brand AGVEE,product_color Gray,"product_title AGVEE [3 Pack 10ft] for Old iPhone 4/4S iPad 1/2/3 iPod Charger Cable, Long USB-A to 30 Pin Braided Heavy Duty Fast Aluminum Alloy Housing Charging Data Cord with Leather Management, Grayproduct_brand AGVEEproduct_color Gray",E
small case knife,B000Q9F6Z4,product_title Case XX Sod Buster Jr. 00032 Knife,product_brand Case,product_color Yellow,product_title Case XX Sod Buster Jr. 00032 Knifeproduct_brand Caseproduct_color Yellow,E
seconds watch,B08JY7T5D2,product_title YUINK Mens Watch Ultra-Thin Digital Sports Watch Waterproof Stainless Steel Fashion Wrist Watch for Men Women,product_brand YUINK,product_color Black,product_title YUINK Mens Watch Ultra-Thin Digital Sports Watch Waterproof Stainless Steel Fashion Wrist Watch for Men Womenproduct_brand YUINKproduct_color Black,E
integrated chinese volume 3,478901441X,product_title Genki: An Integrated Course in Elementary Japanese Workbook I [Second Edition] (Japanese Edition) (Japanese and English Edition),product_brand Japan Times,product_color None,product_title Genki: An Integrated Course in Elementary Japanese Workbook I [Second Edition] (Japanese Edition) (Japanese and English Edition)product_brand Japan Timesproduct_color None,S
five hour energy drink,B01AE63JN4,"product_title 5-hour ENERGY Shot, Extra Strength Peach Mango, 1.93 Ounce, 12 Count",product_brand 5-hour ENERGY,product_color None,"product_title 5-hour ENERGY Shot, Extra Strength Peach Mango, 1.93 Ounce, 12 Countproduct_brand 5-hour ENERGYproduct_color None",E
46mm filters orange,B00017LSDU,product_title B+W 77mm Orange Camera Lens Contrast Filter with Multi Resistant Coating (040M),product_brand B + W,product_color Orange,product_title B+W 77mm Orange Camera Lens Contrast Filter with Multi Resistant Coating (040M)product_brand B + Wproduct_color Orange,S
jaipur vegetables,B01MRGWGAG,product_title Tasty Bite Indian Cuisine 1 Step - 1 Minute? Jaipur Vegetables -- 10 oz - 2 pc,product_brand None,product_color None,product_title Tasty Bite Indian Cuisine 1 Step - 1 Minute? Jaipur Vegetables -- 10 oz - 2 pcproduct_brand Noneproduct_color None,E
plaid trousers for women,B07LC7PR9R,product_title WDIRARA Women's Stretchy Plaid Print Pants Soft Skinny Regular Fashion Leggings Black-2 M,product_brand WDIRARA,product_color Black,product_title WDIRARA Women's Stretchy Plaid Print Pants Soft Skinny Regular Fashion Leggings Black-2 Mproduct_brand WDIRARAproduct_color Black,E
spock wig,B016J5J2W6,product_title My Costume Wigs Men's Spock Wig (Black) One Size Fits All,product_brand My Costume Wigs,product_color Black,product_title My Costume Wigs Men's Spock Wig (Black) One Size Fits Allproduct_brand My Costume Wigsproduct_color Black,E
farberware pot,B075G5RPFD,"product_title Farberware Classic Traditional Stainless Steel Cookware Pots and Pans Set, 12 Piece",product_brand Farberware,product_color Stainless Steel,"product_title Farberware Classic Traditional Stainless Steel Cookware Pots and Pans Set, 12 Pieceproduct_brand Farberwareproduct_color Stainless Steel",E
stainless steel chains,B07H31KV84,product_title 2mm 16 To 38In Stainless Steel Rolo Chain Necklace Crude Round Square Box Cable Wheat Necklace for Men Women Jewelry,product_brand Estendly,product_color None,product_title 2mm 16 To 38In Stainless Steel Rolo Chain Necklace Crude Round Square Box Cable Wheat Necklace for Men Women Jewelryproduct_brand Estendlyproduct_color None,E
side mirror blind spot,B01CV4ANCC,"product_title Ampper Blind Spot Mirror, 2"" Round HD Glass Convex Rear View Mirror, Pack of 2",product_brand Ampper,product_color Round,"product_title Ampper Blind Spot Mirror, 2"" Round HD Glass Convex Rear View Mirror, Pack of 2product_brand Ampperproduct_color Round",E
fabric makeup remover,B087D512KZ,product_title Pump Dispenser Bottle Nail Art Acetone Polish Makeup Remover Manicure,product_brand Euone_Home,product_color Blue,product_title Pump Dispenser Bottle Nail Art Acetone Polish Makeup Remover Manicureproduct_brand Euone_Homeproduct_color Blue,E
undertale collectors edition switch,B07C58VKPN,"product_title NETGEAR 28-Port PoE Gigabit Ethernet Smart Switch (GS728TP) - Managed, Optional Insight Cloud Management, 24 x PoE+ @ 190W, 4 x 1G SFP, Desktop or Rackmount, and Limited Lifetime Protection",product_brand NETGEAR,product_color None,"product_title NETGEAR 28-Port PoE Gigabit Ethernet Smart Switch (GS728TP) - Managed, Optional Insight Cloud Management, 24 x PoE+ @ 190W, 4 x 1G SFP, Desktop or Rackmount, and Limited Lifetime Protectionproduct_brand NETGEARproduct_color None",I
magicmount vent,B00I608BJ8,"product_title Scosche MAGDMB Magnetic MagicMount Phone Mount for Car, Black",product_brand Scosche,product_color Black,"product_title Scosche MAGDMB Magnetic MagicMount Phone Mount for Car, Blackproduct_brand Scoscheproduct_color Black",E
black desk chair,B00QGY0PQS,product_title Flash Furniture Low Back Designer Armless White Ribbed Swivel Task Office Chair,product_brand Flash Furniture,product_color White/Chrome,product_title Flash Furniture Low Back Designer Armless White Ribbed Swivel Task Office Chairproduct_brand Flash Furnitureproduct_color White/Chrome,S
girls ariat belt,B00KEJMCVW,"product_title Ariat Women's Blue Inlay Floral Bling Belt, brown, Small",product_brand ARIAT,product_color Brown,"product_title Ariat Women's Blue Inlay Floral Bling Belt, brown, Smallproduct_brand ARIATproduct_color Brown",I
l1 electrical,B07GSJMNX1,"product_title 110-240V Smart ZigBee Light Switch Compatible with Echo Plus and Compatible zigbee hub or Bridge to Control Normal Lights, Home Automation and Voice Control",product_brand 3A,product_color Crystal White with blue LED indicator,"product_title 110-240V Smart ZigBee Light Switch Compatible with Echo Plus and Compatible zigbee hub or Bridge to Control Normal Lights, Home Automation and Voice Controlproduct_brand 3Aproduct_color Crystal White with blue LED indicator",I
bellamys,B086WMSJKH,product_title Bellamy L Mountain Bookends|Wooden Rustic Design|Non Slip Skid|Heavy Duty|Office|Desktop|Nursery Decor|Baby Room|Nature|Outdoor Cabin Style|Grey (Grey),product_brand Bellamy L,product_color Grey,product_title Bellamy L Mountain Bookends|Wooden Rustic Design|Non Slip Skid|Heavy Duty|Office|Desktop|Nursery Decor|Baby Room|Nature|Outdoor Cabin Style|Grey (Grey)product_brand Bellamy Lproduct_color Grey,E
outdoor lounge chairs,B08B1BBVSR,"product_title ULTCOVER Waterproof Patio Lounge Chair Cover Heavy Duty Outdoor Chaise Lounge Covers - 76L x 32W x 32H inch, Black",product_brand ULTCOVER,product_color Black,"product_title ULTCOVER Waterproof Patio Lounge Chair Cover Heavy Duty Outdoor Chaise Lounge Covers - 76L x 32W x 32H inch, Blackproduct_brand ULTCOVERproduct_color Black",E
13 gallon trash can with lid,B09BVZDJVN,"product_title Stainless Steel Trash Can, Silent Close Lid 13 Gallons Waste Bin, Kitchen Garbage Can with Removal Inner Basket for Home and Office",product_brand HOMFALIFE,product_color Silver,"product_title Stainless Steel Trash Can, Silent Close Lid 13 Gallons Waste Bin, Kitchen Garbage Can with Removal Inner Basket for Home and Officeproduct_brand HOMFALIFEproduct_color Silver",E
black pump heels for women sam edelman,B072N9CKGM,"product_title Sam Edelman Women's Ariella Heeled Sandal, Black Patent, 9 M US",product_brand Sam Edelman,product_color Black Patent,"product_title Sam Edelman Women's Ariella Heeled Sandal, Black Patent, 9 M USproduct_brand Sam Edelmanproduct_color Black Patent",S
thick business card,B084QCBJ3W,"product_title Custom Printed Business Cards - Thick Sturdy Stock 300GSM - 3.5"" x 2"" - 100% Made in the U.S.A. (Ocean Blue, 100)",product_brand DISCOUNTCARDSTOCK.COM,product_color Ocean Blue,"product_title Custom Printed Business Cards - Thick Sturdy Stock 300GSM - 3.5"" x 2"" - 100% Made in the U.S.A. (Ocean Blue, 100)product_brand DISCOUNTCARDSTOCK.COMproduct_color Ocean Blue",E
red sea diy aquarium net cover,B07B7Y1C6N,"product_title Red Sea 42080 Net Cover, 24""",product_brand Red Sea,product_color None,"product_title Red Sea 42080 Net Cover, 24""product_brand Red Seaproduct_color None",E
acrylic powder and monomer,B00FLOQPUY,"product_title Young Nails Acrylic Core Powder, Clear, 45 Gram",product_brand Young Nails,product_color Clear,"product_title Young Nails Acrylic Core Powder, Clear, 45 Gramproduct_brand Young Nailsproduct_color Clear",S
1/10 slash transmission,B081Q414WR,product_title Shaluoman Complete Center Gearbox Transmission Box Plastic with Gear for 1/10 RC Crawler Car Axial SCX10 SCX10 II 90046 90047,product_brand Shaluoman,product_color None,product_title Shaluoman Complete Center Gearbox Transmission Box Plastic with Gear for 1/10 RC Crawler Car Axial SCX10 SCX10 II 90046 90047product_brand Shaluomanproduct_color None,S
slip on sandals for women,B07D9PWM5B,"product_title adidas Women's Adissage Slides Sandal, White/Platino Metallic/White, 11",product_brand adidas,product_color White/Platino Metallic/White,"product_title adidas Women's Adissage Slides Sandal, White/Platino Metallic/White, 11product_brand adidasproduct_color White/Platino Metallic/White",E
camoflauge comforter twin,B07Z6S8R18,"product_title WPM Kids Collection Bedding 4 Piece Boys Army Green Twin Size Comforter Set with Sheet Pillow sham and Military Truck Toy Desert Camouflage Uniform Design (Camouflage Military, Twin Comforter)",product_brand WPM WORLD PRODUCTS MART,product_color Camouflage Military,"product_title WPM Kids Collection Bedding 4 Piece Boys Army Green Twin Size Comforter Set with Sheet Pillow sham and Military Truck Toy Desert Camouflage Uniform Design (Camouflage Military, Twin Comforter)product_brand WPM WORLD PRODUCTS MARTproduct_color Camouflage Military",S
best gifts for women,B08M41PWQ9,product_title Michael Kors Charlotte Large Top Zip Tote (black sig),product_brand Michael Kors,product_color Black Sig,product_title Michael Kors Charlotte Large Top Zip Tote (black sig)product_brand Michael Korsproduct_color Black Sig,E
